,대출등급
23223,4
84985,3
81037,5
62012,0
51193,1
68904,2
18753,4
89429,2
15834,0
21586,2
57679,1
6259,2
19493,2
83367,3
16610,3
3691,3
63604,2
65907,0
70704,0
42878,3
26980,1
28509,6
44006,1
53465,2
83062,2
35554,4
78810,3
87750,0
37842,1
55289,2
22410,0
15072,3
34221,1
71850,4
58251,4
4742,3
8036,3
25088,2
77008,1
57621,0
55785,3
2410,1
19338,0
56915,2
49441,1
62595,2
13241,3
1849,1
32381,3
75601,4
87904,0
88350,1
58477,1
1719,0
34435,1
34671,1
72957,1
94268,1
54612,4
61049,5
1007,0
51596,1
69070,0
11068,1
77633,0
57168,1
81100,1
70533,3
29825,3
3098,0
73860,2
20303,2
84696,1
57703,2
65600,1
53835,2
54368,2
80782,1
61421,0
16281,0
15925,1
80749,0
63401,2
70274,6
65228,3
37472,1
19762,5
13550,3
46211,1
41763,1
50460,1
22619,1
87545,1
18403,2
10467,2
47849,4
38563,3
39050,2
78671,1
59478,1
72841,3
95024,1
62017,3
67905,4
60460,2
568,1
67587,3
45904,3
27372,1
22371,3
94792,0
21550,2
83736,2
79696,3
15698,2
46105,6
79700,0
47055,2
92984,3
90722,2
91180,2
36040,3
34472,1
49762,0
74598,1
67642,0
55030,0
90642,2
80413,2
83896,1
59861,1
95525,2
50556,3
85160,2
11984,0
86939,4
83866,3
5233,1
67189,2
77907,2
61666,0
39979,1
65574,2
34805,0
85807,4
40143,2
27327,2
12911,1
46568,4
19819,4
62240,1
59182,2
75667,2
9848,3
74103,2
9896,1
54179,1
2665,3
54750,3
43491,2
18841,5
26685,2
77191,2
54513,0
41052,0
66029,1
29853,2
18754,4
80710,1
55381,5
2576,2
39312,1
70449,1
92244,2
89973,2
38034,0
31890,2
59570,1
69662,1
95114,1
55062,1
37945,1
61442,1
50144,0
11393,6
39694,2
63581,2
53377,1
88714,1
9344,4
57632,2
26028,2
39468,1
55011,1
89437,1
89330,0
24599,1
44000,1
35802,2
36013,0
5160,4
81130,2
38131,1
68974,0
36491,6
74077,1
4225,1
23684,0
44577,1
46418,2
57673,3
37835,1
17151,3
74722,4
2217,1
70968,3
66469,2
38985,1
92648,2
13698,3
68322,4
51690,1
71871,3
5946,0
68073,2
19529,2
17479,0
19065,2
42043,1
75759,0
11325,0
79005,5
13037,2
88043,3
5471,1
27731,2
36368,0
68931,1
31863,1
13169,1
29998,4
24626,4
20232,3
52841,1
22062,0
62671,3
6118,3
91532,1
76765,1
57820,3
16535,1
86276,2
53497,3
90533,0
76752,3
11062,0
43234,2
78998,0
5652,2
80358,1
61862,1
53521,2
32548,2
78499,1
29800,3
59025,2
23042,3
18962,3
74910,2
2004,5
39215,2
76956,2
48665,1
49090,4
46121,1
32457,2
68406,4
37191,1
50865,1
74878,2
82413,3
75233,2
13312,4
54795,4
43882,2
80527,3
59477,2
89928,1
25358,1
2734,1
87729,2
7256,1
62484,4
50973,0
91752,2
18546,4
55246,1
76421,0
33746,1
75013,0
71364,2
83744,1
18180,3
27923,3
30178,2
20178,2
40085,2
33696,1
35074,2
10168,2
95155,3
83111,3
83225,1
78026,0
91628,3
29267,2
93904,2
78571,0
47836,2
68932,1
1889,1
64710,3
10364,0
75242,2
39790,1
90525,1
31408,1
1028,2
20351,2
4728,4
39346,4
20602,1
41081,1
29201,1
95040,2
44738,0
60293,1
90838,6
9302,1
24873,0
1974,2
37735,4
5509,1
13131,2
49753,0
49854,2
5275,3
58091,1
30954,3
82226,4
58375,2
10480,3
36806,3
93764,0
74471,2
36259,0
27634,3
30340,0
89300,3
41176,3
30484,1
10433,4
88377,1
14506,0
49196,3
91647,2
65619,2
70879,3
4220,3
46144,2
45246,1
28279,2
38010,0
80092,1
15674,2
38821,2
75091,1
39736,2
30366,2
92473,0
79497,1
33129,0
43771,2
2111,1
39951,1
47333,0
12701,2
82463,2
19494,5
32879,2
30089,1
29365,2
23729,1
19412,1
53540,1
9363,3
42913,1
84924,2
87041,3
66684,0
32523,1
74628,2
79508,0
85887,2
57241,1
10231,1
93751,2
75535,1
93622,1
74517,1
25807,2
74478,2
68787,3
38885,2
8740,0
44040,3
83887,1
87207,4
11469,0
71716,1
77217,0
5074,1
65674,3
15993,4
22229,1
13785,1
15,2
52806,4
27930,0
84239,1
14848,0
34487,5
68194,1
35630,1
10795,0
31942,0
1056,1
81456,0
43623,0
43821,0
67305,4
62544,0
47618,0
20559,2
46978,1
78229,2
60725,4
59202,1
46874,0
58966,1
44786,2
18669,2
223,1
32715,1
56809,2
659,1
65534,1
33642,1
28002,1
39537,1
81106,2
23015,0
78719,1
62701,0
94046,1
55153,1
79665,0
90344,1
36801,4
12737,5
40779,3
58403,3
90908,0
89192,0
69555,1
81112,2
21724,2
88876,3
19195,3
61287,1
45676,2
57894,1
4750,1
70445,0
44140,4
3009,5
64963,0
25992,1
74849,5
74207,3
44788,4
52808,0
60473,3
9054,2
32535,2
54654,0
83619,0
64380,2
7584,2
77336,1
68939,3
77758,1
35561,3
92070,2
25507,0
87690,3
40615,0
35995,1
17079,2
86699,2
62577,3
70072,2
78092,2
90303,3
971,1
6876,1
54032,1
58573,3
62878,3
12037,2
95721,5
47915,1
39652,0
56869,1
65607,1
74866,1
20161,1
59053,2
36109,4
61209,1
80392,0
81685,2
9309,1
82123,2
67406,1
64463,1
20240,2
13620,2
26853,1
3312,3
35351,2
59761,3
17509,2
35963,4
88910,1
7460,1
92951,3
77118,1
2568,2
75952,3
24070,1
59806,2
96253,3
86694,2
60823,2
2724,5
7414,1
77392,2
54762,3
64658,1
16950,2
76033,2
14102,0
65692,0
83624,1
31815,2
86522,2
32835,0
86353,1
32400,2
26376,3
84624,2
39414,1
2463,2
88914,1
46339,4
14675,1
10337,1
12838,4
88503,1
52153,0
67606,3
22815,1
62313,0
95709,0
93873,0
11540,2
13020,0
31911,2
62580,1
36290,2
42014,3
10677,3
60670,2
93031,4
17937,1
63183,3
11261,3
36490,1
21834,2
1100,2
5749,1
7271,6
15645,2
21593,1
70375,2
12372,1
84099,2
74730,1
36178,2
2553,0
50213,0
26756,2
17601,3
40238,1
74635,1
80570,0
49036,2
23314,1
14229,4
16916,1
85437,4
74418,2
51331,6
40522,1
84754,2
43596,2
19646,0
60784,1
1037,2
79783,1
81036,3
80407,3
69487,2
75044,3
2818,1
3819,4
29559,1
81772,2
26408,0
64735,2
16923,2
82058,2
61458,2
4701,2
23332,2
86616,2
61399,2
71827,1
82381,2
66521,2
56523,2
3159,2
69629,2
78691,2
45339,1
95738,2
52819,3
44700,4
4725,1
4350,4
16592,1
832,0
2411,2
36069,4
88634,0
70669,1
38661,2
89373,0
37746,2
48682,2
56433,1
86953,3
96172,4
52623,2
91188,2
55234,4
38962,1
28956,0
5418,2
77341,0
49769,1
1214,2
7216,6
29778,2
83221,0
91474,4
7799,1
29908,0
43044,0
33776,3
27542,3
77169,5
64269,0
20430,1
67868,4
79133,1
558,1
95210,3
19958,3
40767,2
6297,0
76895,0
42546,1
37518,1
80145,2
43809,1
85457,3
9831,1
95563,1
30752,2
92267,1
4760,3
71846,3
83697,1
67114,0
50603,2
11577,2
90195,2
21927,2
6255,0
7497,1
7174,0
71435,2
81785,1
19680,4
69758,2
96261,4
20881,2
3758,1
69215,2
59155,1
37813,2
40333,1
94146,0
33552,3
26082,5
16606,3
61121,1
61291,1
44361,2
76579,0
74420,1
23298,1
76689,1
10430,1
50081,2
3690,2
68273,1
85284,0
33718,2
24357,3
67854,2
18639,1
67711,1
87460,2
1690,0
86475,4
65838,3
2317,2
83275,3
61702,1
89658,2
61519,1
72075,2
91196,3
34350,2
65426,4
7248,2
81181,2
22284,2
39745,1
60048,1
65518,0
95312,2
4112,4
10775,2
84150,2
64888,5
39764,2
42036,1
17137,1
13952,2
72236,2
8395,0
43580,2
47127,0
24752,2
51954,0
70096,0
70655,3
13661,2
84316,4
51883,2
53565,3
43837,2
46598,1
61451,0
35400,1
9554,0
29720,1
25562,5
33355,3
84838,2
86003,2
41408,1
78592,1
35520,0
52307,2
35660,2
870,0
35778,2
88740,2
16965,2
6887,4
71312,1
90556,0
95990,3
85519,1
44643,1
16776,6
3692,5
62472,1
15895,3
90055,0
59278,0
75691,2
25530,0
14282,4
85594,3
893,3
9651,6
77256,3
26212,2
23084,2
31664,1
29562,1
66236,1
17726,3
82906,2
36188,0
3026,1
71560,1
73478,0
61997,3
72126,1
87338,4
57633,1
69874,3
84137,5
81813,0
80378,1
59232,1
91997,2
47346,2
93700,4
90710,1
91869,0
17014,2
5475,3
20539,2
19269,3
66968,2
19652,1
60109,0
39412,1
66204,0
3158,2
73856,2
49179,3
18679,0
50229,4
13047,2
33474,1
34206,2
39109,3
90109,0
75248,3
67165,3
68279,1
67523,1
34955,1
63623,1
56728,2
34966,3
86453,0
36213,0
56220,1
38994,3
64635,1
55568,4
83988,4
10836,1
43033,1
33804,1
20104,0
6514,2
52815,1
93942,3
83931,1
71421,1
26124,0
31424,0
59635,1
66358,1
79493,2
5703,0
78973,1
38127,2
21120,3
61279,3
45240,0
64506,1
78389,1
81182,2
52840,3
41110,1
56893,3
17085,2
65338,0
72154,2
92512,2
94732,0
18057,1
13637,1
6400,0
80650,2
31608,3
9599,3
27039,1
60842,2
37550,2
95223,3
26200,2
85058,0
82102,2
68525,3
4113,2
18381,0
60918,2
30126,2
89649,2
81381,1
74065,3
52586,2
34004,3
57622,2
61761,5
52631,0
67649,1
71891,1
7054,3
48434,4
71828,3
45775,3
74101,2
80702,1
48238,3
16827,2
14104,1
2218,0
93632,3
70510,1
95753,2
77850,2
19863,4
71298,2
14643,4
79474,3
47717,3
16388,3
37915,0
42710,0
85912,0
46828,4
6769,1
1776,0
38978,3
50557,1
43403,0
67777,0
5286,1
60495,1
56568,2
87646,1
20446,2
17469,3
48536,0
57449,2
3948,0
53177,3
83456,1
36158,2
19647,2
38738,0
26375,3
12241,2
63856,0
72679,2
41157,0
49994,1
94399,0
77678,0
36965,2
74268,2
65788,1
50052,4
49847,1
49447,0
39665,4
52778,1
16325,0
61963,0
2396,2
6840,3
77067,4
99,2
25431,2
56156,3
82687,1
25426,0
77864,4
4647,2
57981,2
82400,1
65182,1
24159,0
4872,0
86782,0
17716,1
93517,4
77513,3
27531,1
52497,4
23880,4
63985,2
5179,1
33955,2
15805,2
26771,3
64758,2
68782,0
22851,0
10749,1
45398,1
12204,2
18259,0
70227,3
12971,1
18245,1
74468,1
41366,0
63128,1
81972,4
41873,3
16932,0
18303,0
15965,2
94312,4
27215,1
42890,2
37287,5
5755,6
76067,1
17745,1
3179,1
41344,4
29663,1
34972,2
17901,2
30555,1
23114,3
88796,1
82264,3
31757,2
16251,2
1864,3
65570,2
46548,3
61700,1
95456,0
89570,0
61947,1
7567,2
24474,1
50391,2
38130,4
31993,3
55688,3
52318,2
37016,3
83454,2
35976,5
58027,1
50136,3
53662,3
54224,0
57583,5
4867,0
14006,1
67659,1
14389,0
74099,1
85812,1
41633,2
25420,1
17534,2
12692,2
69669,1
59044,2
45655,2
15959,4
74092,1
82136,1
94596,1
10434,1
77422,2
69202,1
91921,3
65670,1
7536,1
11220,1
22955,1
18581,1
52946,3
92391,3
17196,4
83420,1
54986,0
45231,1
7017,4
66354,1
21464,2
70438,0
66614,5
30463,1
62537,1
885,0
55537,2
17357,1
83602,2
69381,1
19580,0
26123,3
69690,2
10379,1
84657,0
70772,3
7268,6
19633,2
60505,1
65759,2
50175,0
75949,2
61889,1
4611,1
83122,3
8560,2
91829,1
25111,4
4512,1
30880,1
69248,2
36939,1
40747,2
72734,1
34208,2
43570,2
91374,1
71861,4
16092,0
75505,4
80152,4
48446,2
47270,2
9522,0
12850,3
4213,1
83498,3
67397,1
18096,3
13792,0
41965,2
80346,3
42157,1
37042,3
2776,1
37048,2
45372,4
78477,0
52941,4
94911,1
14725,1
87408,1
15941,1
83803,0
54120,1
77816,0
43236,1
30695,1
15256,0
79940,1
68574,1
767,2
12272,0
13629,4
29161,1
3866,1
71924,2
82848,0
70041,2
85738,3
3133,1
95787,4
64230,0
31229,1
11607,0
35281,1
45715,2
80307,0
80169,3
62899,1
68687,2
72657,1
74373,2
49670,1
33932,1
15112,2
14628,1
1232,1
4052,1
53968,0
66176,2
14253,1
74470,4
89613,1
90325,4
89180,1
74251,3
14136,1
32992,2
49198,1
12845,2
19103,1
85665,2
89041,1
75418,1
22869,3
41716,2
16362,0
38154,1
74905,4
92059,4
30212,2
46416,2
63311,2
12996,3
85904,4
74908,1
42656,3
67578,1
45844,2
9182,1
84765,2
65886,0
82,2
79862,5
70343,2
60065,1
66090,2
33886,3
27136,1
8609,1
30,2
41472,1
71763,2
43969,5
3105,2
87553,3
33648,0
74335,1
8902,2
64387,3
83540,2
87860,2
77752,1
54227,2
18704,2
55224,1
16597,1
11616,0
48710,1
3360,1
89882,2
19449,4
18861,2
1972,0
17943,0
23792,3
32509,2
60908,3
79454,0
15791,0
92835,3
25649,2
82399,4
71272,2
22870,3
74331,2
1754,2
64596,2
15514,2
25848,1
30525,2
60568,1
36422,5
12059,2
50289,1
6022,3
66891,0
7295,2
9518,1
37302,1
36463,1
80919,1
20607,4
71085,2
40862,2
35567,3
88357,1
41686,1
15245,1
58837,2
47052,2
60164,2
44831,1
34656,0
34712,3
91943,4
45757,1
89517,1
9861,4
80627,2
17485,1
55735,0
5584,1
59144,1
85915,1
27245,2
93074,0
8520,2
21682,1
77987,1
58306,1
53903,2
35013,1
92340,2
25635,1
83200,1
13871,2
39854,2
92527,2
5171,1
37817,4
56313,1
45337,2
21851,3
740,1
20348,2
46200,0
75815,2
11620,2
74989,1
5595,1
46656,0
21458,3
33544,2
12474,0
59292,3
40280,3
51932,4
24046,1
64010,1
14415,3
18001,1
66978,2
9714,2
28768,0
1326,3
50764,2
66596,3
15964,2
58703,2
78382,0
18134,1
59760,1
39289,3
19399,1
32635,1
9090,3
29802,1
43631,2
85023,1
69696,2
92118,4
44648,1
34533,1
80112,1
19808,4
76975,1
1596,1
81718,0
44469,2
61791,3
8038,1
6008,5
13733,5
76208,3
8305,4
41180,2
72618,0
17332,1
17624,0
8454,1
28223,2
27374,1
54931,2
1875,2
74966,2
44376,2
41144,3
68976,1
84154,1
58069,2
19746,0
90210,1
87630,0
95170,0
29070,2
50031,1
31475,2
61359,2
31518,1
38903,0
2870,0
70475,2
87561,0
6037,3
36950,1
6240,0
71485,1
25156,0
95944,2
88844,1
48130,2
85806,0
25395,2
54097,2
89252,2
27716,1
30977,0
26969,1
35665,1
71444,2
87759,0
49667,2
81790,2
10019,0
61886,2
24739,1
42019,1
4067,3
25295,1
49790,1
19423,2
66938,2
4146,2
53637,1
48179,2
55071,0
18916,2
45388,2
58415,1
63840,1
30330,4
64062,2
36660,1
27863,0
38397,0
50847,0
95238,1
51073,2
37666,1
78876,0
12175,1
21505,1
26159,2
9220,2
23261,4
56357,0
58433,1
82887,1
21975,1
40170,0
29206,0
64137,3
94871,3
46697,2
93744,0
31694,1
81264,2
45252,2
8207,3
79784,1
15973,2
68790,2
39718,2
44703,5
22420,2
1200,2
11968,2
30294,0
38546,0
49270,0
92897,2
8753,3
83906,2
25743,3
78429,1
38958,3
29722,2
29164,2
89211,1
83347,0
8651,2
87359,0
30824,0
68350,1
9604,3
9185,2
12656,2
55509,1
30923,4
28253,6
7762,2
59136,1
64903,3
35060,1
20969,3
12300,3
71289,3
27328,2
58611,2
57079,1
34622,0
32754,1
12642,1
46996,2
13202,2
91990,1
51346,1
52882,1
32260,1
61949,1
3748,0
38097,2
88224,0
85568,1
70812,0
60081,4
25838,1
25615,3
90653,1
31848,0
31637,2
43273,1
95742,1
93341,0
89042,1
42192,0
39433,4
47098,3
55124,0
94735,4
84571,4
25951,1
13314,0
69237,1
23248,1
16464,2
43817,1
39512,2
15300,2
42564,3
9484,5
3683,3
64507,3
19323,2
7993,0
6944,0
6823,0
81039,1
3365,0
5328,0
45431,2
87320,2
92643,0
85696,1
32761,1
81942,4
31137,1
4169,1
3067,3
68550,1
61439,1
70630,0
67558,2
19394,1
13416,3
11166,1
60064,1
177,4
58407,1
70153,4
3813,1
17802,3
72916,2
77781,4
77387,3
88830,3
33689,1
79577,0
89122,1
66459,4
78203,2
60408,1
47195,3
26419,5
22381,0
24081,2
32684,4
10500,0
78443,3
42753,3
53479,1
11784,1
50164,0
66488,3
19859,2
24878,2
51711,2
4539,6
85044,1
79486,2
12017,2
41249,2
72815,3
88158,3
31459,0
65532,2
30109,2
93223,0
72113,0
49298,4
57823,1
63539,4
75588,2
81449,0
41546,1
64402,3
3324,1
456,2
48786,2
63087,2
41224,1
58777,0
74266,0
53767,0
83185,4
90947,3
32829,0
53251,2
62168,4
22454,2
20855,3
6548,2
86632,2
29465,0
86797,2
25978,0
52061,1
5439,1
47292,2
9614,2
45004,2
26312,1
14605,3
50272,2
80528,1
43472,6
2607,1
71544,1
94071,2
1142,3
39325,1
33716,0
46873,1
59770,1
95247,2
72495,0
35140,2
5078,3
14407,1
67533,2
9106,2
19854,1
32759,1
5824,2
90476,2
95206,2
3961,2
78116,1
64862,1
10001,3
69176,3
67051,1
13920,2
88829,1
40968,1
15385,0
75766,1
434,0
37477,1
73555,0
31155,1
75757,1
24187,1
96143,4
38830,1
28889,3
60386,3
24571,1
28474,4
66445,2
18351,3
73098,3
61764,5
52333,0
58600,3
16322,1
17811,3
50770,0
59655,0
36321,3
86257,3
67053,1
85563,1
43000,2
14601,2
92804,1
40300,3
23754,2
46845,2
61800,2
77395,2
10730,0
20943,0
14691,1
66508,2
43478,0
24268,2
76424,5
11646,3
85701,1
60274,1
42321,1
92778,2
45013,2
84405,2
6265,0
23462,2
63643,1
94997,3
82488,2
13527,3
67945,3
56383,3
62898,3
53668,1
88594,2
25483,2
72104,1
52280,1
32344,1
13777,2
7397,0
93636,2
45163,3
82252,3
29042,0
47165,1
63418,0
79513,2
61148,2
65627,1
26182,4
81911,1
45611,1
83169,4
84745,5
66493,0
82082,1
90202,1
38527,3
27613,2
41259,0
26747,0
9792,3
95946,2
57592,2
83292,2
40366,2
73308,0
85829,2
35841,0
14116,1
66463,2
38518,0
39282,2
4120,3
33354,4
93666,1
46746,2
50920,4
17028,4
28996,0
94133,4
72730,1
35340,1
82548,2
3895,1
25140,4
75717,1
52948,1
22462,2
22334,2
95440,0
28348,1
49969,0
69670,2
62561,1
55267,1
64998,0
88429,1
5114,1
72076,2
27043,0
32631,2
60385,1
52496,0
2470,2
65303,2
69727,1
55958,1
10432,0
35494,2
49081,4
27055,1
79831,4
53304,2
35618,0
82945,0
92720,3
91076,0
82860,0
7307,2
37699,2
93339,0
69831,2
83642,1
12890,1
82647,5
6482,3
60898,0
64027,3
24731,4
46315,4
66543,4
11195,1
19756,4
93569,2
32414,2
40771,1
50022,1
77600,1
11358,1
81696,1
13034,2
57887,1
47379,2
30144,4
41335,2
88852,1
40135,1
43481,3
29901,0
57103,1
2949,1
34353,1
95783,3
16155,1
48599,1
84523,3
18892,3
65957,2
3903,2
73532,2
75239,0
74731,1
24520,2
32024,3
19235,3
85179,2
11696,3
86929,0
521,2
16702,1
1767,1
43618,1
53140,1
31260,1
51233,2
56998,0
29235,2
86664,2
4734,0
56006,4
13594,3
53667,1
59819,3
55240,2
77531,3
53602,1
75921,4
51693,2
57465,2
27929,1
71157,1
87333,1
57775,2
48133,4
92205,2
35392,1
87768,0
56455,3
53262,0
5429,1
67946,2
84839,1
16737,0
19296,3
59792,2
405,2
38483,1
74762,2
77365,0
94265,1
11910,2
47971,2
78408,0
76990,2
57159,3
46819,2
33218,1
74283,1
23641,2
15864,1
43514,2
65529,1
26474,3
79248,2
71420,2
68167,2
57503,2
27258,1
16688,3
90316,3
89379,0
22636,1
49523,2
56402,3
53073,1
85415,0
70643,1
1892,1
94110,3
4570,1
65509,3
33699,1
83389,1
15992,3
20955,3
66246,1
54635,0
86914,3
10689,0
52958,1
95687,0
92422,2
90882,0
31896,1
35262,1
61554,0
30396,3
76312,2
79117,1
89894,1
16530,2
66709,1
48965,4
53939,1
90270,1
22375,2
66593,1
76100,0
74068,3
50519,1
39865,0
34111,1
68059,3
54261,1
17037,2
72593,5
92110,5
51429,0
36396,0
55116,1
59314,1
57072,3
75876,2
52633,0
88336,0
80844,2
29459,2
19486,2
91614,2
44209,2
29434,2
62473,0
78356,1
44659,0
81842,2
48166,3
3978,4
87467,1
92166,0
23341,2
43111,1
23350,1
27857,2
88488,1
54353,1
86365,2
82621,0
94829,2
24539,1
12337,3
87077,0
23550,1
35235,1
31193,0
46589,1
71966,3
28486,2
85014,2
24453,5
67756,2
32433,3
85235,3
69602,0
55195,2
50124,2
62167,3
68460,2
25691,0
69450,1
35256,4
85586,3
23551,1
86891,3
9964,1
7312,1
95396,0
33331,2
12251,2
60526,2
41777,2
16705,3
3962,2
42524,0
48659,1
9245,1
95876,3
10234,3
84728,1
28415,1
46376,1
84306,1
45648,3
31655,1
45641,2
17615,0
63705,4
93280,0
58550,0
33933,2
86754,3
10903,3
24778,3
4920,3
82864,1
56040,0
52932,0
61076,0
73146,3
63277,2
54825,1
41170,2
68749,0
40942,1
1513,3
20596,4
86792,3
7325,0
25854,1
48077,1
92817,1
69216,2
6209,1
20551,0
13967,1
2102,1
20766,4
27050,2
48697,1
55678,1
30470,2
15192,0
96292,3
45642,3
25131,1
62316,2
76693,1
43436,4
17875,1
20219,1
38065,1
72597,1
19508,0
63638,4
33526,0
13383,3
41795,1
53583,2
94047,1
60458,1
45447,2
41348,1
67084,3
48315,1
12957,1
87600,4
85400,0
18406,3
24333,2
71178,1
74165,1
8486,1
8062,2
4002,4
15840,3
85167,1
71791,0
5885,2
89424,3
72904,1
28466,1
452,2
23184,0
67297,1
20965,3
59701,2
48949,3
61328,2
71373,1
62021,2
5132,3
54990,4
67670,4
2856,0
95868,3
86584,5
20617,2
14919,2
69878,0
12004,2
42841,3
73271,0
46448,2
78630,1
5247,2
81611,1
60594,1
44671,0
42406,3
18946,0
74662,0
34961,4
64613,1
75560,0
36793,2
88464,3
4384,2
85309,2
42507,1
28679,2
87544,1
56081,3
7632,0
84049,1
95808,1
35053,1
66168,3
83850,2
38551,2
27227,2
39990,1
30195,3
49613,2
59573,1
17462,3
78432,1
85295,1
69160,0
74779,1
76993,2
32562,3
47769,1
51,0
25909,2
82801,4
28867,1
57784,2
60825,0
6212,3
91074,0
91069,1
36896,1
79699,0
74406,2
17166,4
9455,3
5195,1
19519,0
59967,4
75790,1
93013,1
50020,3
6469,1
86237,3
73315,1
91262,4
25381,3
66769,0
50506,1
15628,2
33226,1
10438,2
35593,1
22590,0
68944,2
10681,3
52290,3
81443,6
10475,0
21405,1
47999,5
52500,2
83387,2
82638,3
52852,0
28822,2
46250,2
63741,4
16414,2
32,1
69108,2
82674,0
53022,0
80577,2
48168,3
65243,1
78095,1
94144,1
4328,0
34497,0
39354,0
63324,0
81049,1
18614,2
42427,2
74186,2
28836,1
51604,2
20478,3
86495,2
52160,0
18232,3
78818,4
80132,1
91418,1
77488,1
16693,1
69163,1
28106,3
78292,2
42821,1
74488,1
90372,2
67266,1
27668,2
3322,0
65867,4
68192,3
92711,1
73922,0
86478,3
73229,3
61794,2
5967,3
82570,1
90204,0
43120,3
30004,0
29617,1
48253,1
14783,4
47132,2
5647,2
36164,2
64518,2
57522,0
3338,2
42239,4
33688,2
58473,0
61189,5
84730,1
32737,1
93408,2
39850,3
36742,2
32031,1
71199,3
15642,2
11203,4
25515,2
42621,3
86256,3
57265,1
17870,1
68327,1
89442,2
8099,2
21342,3
81250,1
47275,1
77016,4
91584,5
47860,2
83571,3
90616,1
76276,1
22187,3
95576,0
8855,0
36219,1
2666,1
7214,2
45841,1
40472,1
53077,1
4683,2
17491,2
72306,1
2478,3
84560,2
11271,1
80135,2
46578,1
55231,2
26364,3
44424,1
78236,2
63499,1
54079,1
16008,1
16897,1
91272,1
74323,2
93250,1
25602,2
41055,1
37811,1
31430,1
5238,2
42977,0
15953,0
4548,0
75767,1
92351,2
14048,2
38875,4
22079,0
20514,0
33934,0
6275,2
66514,1
9846,4
85504,1
19721,2
88500,0
17720,1
44660,1
78420,5
89265,4
21713,0
31661,4
38409,1
7449,5
25796,2
44014,0
85345,2
60003,2
71449,2
32250,1
8722,2
90177,0
76756,4
88478,3
74046,2
73025,2
47940,2
54000,2
6376,1
77693,2
37267,2
75789,2
91219,2
89175,1
33706,0
58976,3
88721,0
26592,2
58908,0
26477,2
13191,0
62879,1
78537,2
82329,1
13727,1
87162,2
41836,0
5613,1
26196,2
15830,2
65062,0
91924,2
83700,1
26058,1
48779,1
83248,4
42266,1
35239,2
36751,1
61056,2
74761,3
21250,2
76960,2
37909,3
76172,1
94612,2
11104,2
40826,0
56942,1
77163,0
44494,2
84191,1
45671,2
81686,1
47705,1
17994,1
5245,2
74887,2
19813,2
80624,1
37161,1
39766,2
39798,1
48469,0
13759,3
73753,3
72769,2
52693,3
7774,1
49126,3
46049,2
20973,3
91934,1
12352,0
67008,1
10087,2
10063,1
48718,1
50350,2
23063,4
74888,1
92338,2
66919,3
81004,0
88886,0
37283,4
7820,2
86596,4
41787,1
92753,2
15428,2
44063,1
71781,0
21411,2
25262,2
16436,1
57215,1
53112,0
68424,1
61854,0
32411,6
54832,1
91242,3
19708,3
81093,2
51765,2
86591,1
40991,1
4976,5
96183,2
92451,2
54857,4
38203,3
20576,1
27257,1
136,0
12117,1
57338,2
45630,4
54774,1
94497,3
75286,2
1950,4
51685,2
82916,0
83917,1
92551,2
65571,5
58050,4
88167,4
75649,2
33953,3
27540,0
28071,0
64544,3
48051,1
11102,4
9680,1
6074,0
55606,4
70545,1
66365,4
38157,1
76331,1
50343,2
34484,0
14495,4
43927,2
386,0
90810,2
21734,0
92902,3
77076,3
28361,0
44653,3
22228,1
20789,0
49101,3
90058,0
49767,1
21097,3
71833,0
26641,1
58664,3
78668,1
43304,2
81700,3
31258,4
77397,0
60775,1
17421,1
89236,1
30335,2
53884,4
75831,2
41252,2
75635,4
95864,1
95121,2
43648,0
88532,1
23263,5
19723,5
71003,5
17995,1
79283,2
70359,0
4587,1
79127,0
75643,0
22660,2
1664,2
12086,3
8796,1
49991,2
86438,2
72824,2
44696,2
8886,3
76614,2
25539,1
65633,3
20557,2
69240,2
38182,1
77867,0
62963,0
4889,2
11011,1
10482,2
25094,3
6968,2
55663,3
6012,4
23070,2
56787,1
46480,2
45912,4
89540,0
26868,3
24769,2
72952,4
13160,1
57163,0
32267,2
77143,2
45197,1
18109,1
83175,1
93197,1
56167,1
76964,4
88599,3
72963,1
77204,1
5201,3
9232,3
83849,1
68850,1
40058,1
78674,0
75478,2
27192,0
93056,0
28575,3
58336,2
26273,2
29125,3
2412,1
75226,2
19750,2
65579,1
60190,1
48207,0
23851,1
57521,3
52409,2
46283,2
95465,3
68916,4
81880,3
48554,2
5747,0
59703,2
65951,0
91981,3
15145,4
12389,1
81365,1
87490,0
88153,0
52892,1
18058,3
59670,1
9364,0
76978,1
6646,2
64208,1
73048,2
28581,0
94804,1
51406,0
22521,1
13476,0
79598,2
8707,3
17712,1
80414,2
57668,3
81463,2
90733,0
38273,3
70033,4
68848,3
78395,1
51224,0
27140,2
10381,4
92054,2
66044,4
54512,2
49853,1
72855,2
76675,1
89088,4
10476,1
15966,2
10418,0
85736,2
35746,2
40629,1
71932,1
67164,2
59516,1
20148,0
82914,2
57640,2
40525,4
25083,1
15934,0
5679,2
8554,1
75165,2
24054,2
858,3
12790,2
23795,1
28020,0
18295,3
17302,2
58756,3
60058,1
52996,3
24005,1
35085,2
77523,3
58182,2
28397,4
40956,1
40730,1
2934,2
47284,0
87498,4
75842,1
65636,2
45212,2
1954,2
80768,1
66122,3
87046,4
90644,2
38315,2
20235,2
20414,2
88619,2
81329,1
82911,3
7904,3
